Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Adjunto,Campo personalizado (Issue color),Campo personalizado (Metas),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerability),Campo personalizado (development),Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
"[Base de datos] Crear el registro principal de usuarios guardando: identificador, correo, contraseña, tipo de usuario y fecha de creación. [2 hrs.]",TIC-47,12087,Subtarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 3:09 AM,15/mar/26 6:12 PM,11/mar/26 3:46 AM,,,0,Crear la pantalla de registro donde el usuario pueda elegir entre Comprador o Promotor durante el proceso de registro.,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0066v:,Tablero Sprint 1,,,,,,Por hacer,11/mar/26 3:10 AM,12039,TIC-1,"Como usuario nuevo, quiero registrarme eligiendo entre Comprador o Promotor, para acceder a las funciones específicas de mi perfil."
Seguridad (RNF),TIC-46,12084,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:38 AM,11/mar/26 2:38 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,dark_green,,0|i0066n:,,,,,,,Por hacer,11/mar/26 2:38 AM,,,
Reportes y Finanzas,TIC-45,12083,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:38 AM,11/mar/26 2:38 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,grey,,0|i0066f:,,,,,,,Por hacer,11/mar/26 2:38 AM,,,
Perfil de Usuario,TIC-44,12082,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:38 AM,11/mar/26 2:38 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,teal,,0|i00667:,,,,,,,Por hacer,11/mar/26 2:38 AM,,,
Administración,TIC-43,12081,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:37 AM,11/mar/26 2:37 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,dark_teal,,0|i0065z:,,,,,,,Por hacer,11/mar/26 2:37 AM,,,
Personalización y Notificaciones,TIC-42,12080,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:37 AM,11/mar/26 2:37 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,teal,,0|i0065r:,,,,,,,Por hacer,11/mar/26 2:37 AM,,,
Fila Virtual y Concurrencia,TIC-41,12079,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:36 AM,11/mar/26 2:36 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,dark_blue,,0|i0065j:,,,,,,,Por hacer,11/mar/26 2:36 AM,,,
Compra de Entradas,TIC-40,12078,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:36 AM,11/mar/26 2:36 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,dark_orange,,0|i0065b:,,,,,,,Por hacer,11/mar/26 2:36 AM,,,
Gestión de Asientos,TIC-39,12077,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 2:36 AM,11/mar/26 2:41 AM,11/mar/26 2:42 AM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,yellow,,0|i00653:,,,,,,,Por hacer,11/mar/26 2:36 AM,,,
Gestión de Eventos,TIC-38,12076,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 12:25 AM,11/mar/26 12:25 AM,11/mar/26 2:35 AM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,dark_teal,,0|i0064v:,,,,,,,Por hacer,11/mar/26 12:25 AM,,,
Autenticación y Acceso,TIC-37,12075,Epic,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,11/mar/26 12:14 AM,11/mar/26 12:14 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,purple,,0|i0064n:,,,,,,,Por hacer,11/mar/26 12:14 AM,,,
"Como administrador, quiero que la fila virtual se active automáticamente cuando se supere el umbral de usuarios concurrentes configurado, para garantizar la estabilidad del sistema en eventos de alta demanda.",TIC-36,12074,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:16 PM,11/mar/26 2:58 AM,10/mar/26 11:20 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0064f:,,,8.0,,,,Por hacer,10/mar/26 11:16 PM,12084,TIC-46,Seguridad (RNF)
"Como usuario, quiero que la página cargue rápido aunque haya mucha gente conectada, para tener una experiencia fluida.",TIC-35,12073,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:16 PM,11/mar/26 2:58 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i00647:,,,13.0,,,,Por hacer,10/mar/26 11:16 PM,12084,TIC-46,Seguridad (RNF)
"Como usuario, quiero que mis datos de transacciones viajen seguros, para evitar interceptaciones de información sensible.",TIC-34,12072,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:16 PM,11/mar/26 2:57 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0063z:,,,8.0,,,,Por hacer,10/mar/26 11:16 PM,12084,TIC-46,Seguridad (RNF)
"Como desarrollador, quiero restringir el acceso según el rol, para asegurar que un Comprador no acceda a funciones de Administrador.",TIC-33,12071,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:15 PM,11/mar/26 2:57 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0063r:,,,5.0,,,,Por hacer,10/mar/26 11:15 PM,12084,TIC-46,Seguridad (RNF)
"Como usuario, quiero que mi sesión sea segura y se cierre sola si me olvido, para evitar que otros usen mi cuenta en equipos públicos.",TIC-32,12070,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:15 PM,11/mar/26 2:57 AM,11/mar/26 2:57 AM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0063j:,,,8.0,,,,Por hacer,10/mar/26 11:15 PM,12084,TIC-46,Seguridad (RNF)
"Como usuario, quiero que mi contraseña esté cifrada, para que nadie (ni siquiera los administradores) pueda verla en texto plano.",TIC-31,12069,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:15 PM,11/mar/26 9:25 AM,15/mar/26 6:37 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005x0:,Tablero Sprint 1,,5.0,,,,Por hacer,10/mar/26 11:15 PM,12084,TIC-46,Seguridad (RNF)
"Como Administrador/Promotor, quiero visualizar ingresos totales, comisiones y montos netos, para conocer la rentabilidad real del evento tras descontar gastos de plataforma.",TIC-30,12068,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:14 PM,11/mar/26 2:56 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i00633:,,,8.0,,,,Por hacer,10/mar/26 11:14 PM,12083,TIC-45,Reportes y Finanzas
"Como usuario, quiero poder eliminar mi cuenta voluntariamente, para ejercer mi derecho a la privacidad y retiro de datos de la plataforma.",TIC-29,12067,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:14 PM,11/mar/26 9:26 AM,12/mar/26 11:54 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005x9:,Tablero Sprint 1,,5.0,,,,Por hacer,10/mar/26 11:14 PM,12082,TIC-44,Perfil de Usuario
"Como usuario, quiero poder actualizar mis datos personales (nombre, teléfono, foto), para mantener mi perfil vigente y recibir comunicaciones correctamente.",TIC-28,12066,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,marcialuciamirandapinto,6340abec7f85f16777a2e7fc,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:14 PM,11/mar/26 9:26 AM,13/mar/26 4:29 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005x7:,Tablero Sprint 1,,5.0,,,,Por hacer,10/mar/26 11:14 PM,12082,TIC-44,Perfil de Usuario
"Como Administrador, quiero conciliar los pagos por QR y tarjeta con las entradas emitidas, para asegurar que no existan discrepancias financieras ni fraude.",TIC-27,12065,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:14 PM,11/mar/26 2:56 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0062f:,,,8.0,,,,Por hacer,10/mar/26 11:14 PM,12081,TIC-43,Administración
"Como Administrador, quiero que el sistema registre automáticamente cualquier cambio realizado sobre eventos, para garantizar trazabilidad y auditoría.",TIC-26,12064,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:13 PM,11/mar/26 2:55 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i00627:,,,8.0,,,,Por hacer,10/mar/26 11:13 PM,12081,TIC-43,Administración
"Como Administrador, quiero poder modificar o dar de baja cualquier evento que infrinja los términos de uso o por requerimiento legal, para mantener el cumplimiento normativo de la plataforma.",TIC-25,12063,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:13 PM,11/mar/26 2:55 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0061z:,,,13.0,,,,Por hacer,10/mar/26 11:13 PM,12081,TIC-43,Administración
Como Administrador quiero gestionar cuentas de nivel administrador para controlar los niveles de acceso del sistema.,TIC-24,12062,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:12 PM,11/mar/26 2:55 AM,10/mar/26 11:22 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0061r:,,,8.0,,,,Por hacer,10/mar/26 11:12 PM,12081,TIC-43,Administración
Como administrador quiero gestionar las cuentas de Promotores y Clientes para mantener el control y la seguridad de la plataforma.,TIC-23,12061,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:11 PM,11/mar/26 2:55 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0061j:,,,8.0,,,,Por hacer,10/mar/26 11:11 PM,12081,TIC-43,Administración
"Como usuario, quiero recibir notificaciones cuando un nuevo evento haga 'match' con mi perfil, para enterarme de inmediato y asegurar mi lugar en el evento.",TIC-22,12060,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:11 PM,11/mar/26 2:54 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0061b:,,,13.0,,,,Por hacer,10/mar/26 11:11 PM,12080,TIC-42,Personalización y Notificaciones
"Como usuario, quiero recibir recomendaciones de eventos futuros basadas en mis gustos y comportamiento pasado, para descubrir contenido relevante sin tener que buscarlo manualmente.",TIC-21,12059,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:11 PM,11/mar/26 2:54 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i00613:,,,13.0,,,,Por hacer,10/mar/26 11:11 PM,12080,TIC-42,Personalización y Notificaciones
"Como administrador, quiero liberar automáticamente los asientos si el usuario no completa la compra en el tiempo establecido, para permitir que otros usuarios puedan comprarlos.",TIC-20,12058,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:10 PM,11/mar/26 2:54 AM,11/mar/26 2:52 AM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0060v:,,,13.0,,,,Por hacer,10/mar/26 11:10 PM,12079,TIC-41,Fila Virtual y Concurrencia
"Como usuario, quiero que el sistema asigne un lugar en la fila virtual y me muestre el tiempo estimado de espera, para saber cuándo poder comprar.",TIC-19,12057,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:10 PM,11/mar/26 2:54 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0060n:,,,13.0,,,,Por hacer,10/mar/26 11:10 PM,12079,TIC-41,Fila Virtual y Concurrencia
"Como administrador, quiero activar una fila virtual cuando el tráfico de usuarios supere el límite configurado, para evitar la sobrecarga del servidor.",TIC-18,12056,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:10 PM,11/mar/26 2:54 AM,10/mar/26 11:26 PM,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i0060f:,,,8.0,,,,Por hacer,10/mar/26 11:10 PM,12079,TIC-41,Fila Virtual y Concurrencia
"Como Administrador, quiero definir un umbral de usuarios antes de activar la lista de espera, para evitar la saturación del servidor y gestionar la alta demanda ordenadamente.",TIC-17,12055,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:02 PM,11/mar/26 2:53 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i00607:,,,8.0,,,,Por hacer,10/mar/26 11:02 PM,12079,TIC-41,Fila Virtual y Concurrencia
"Como usuario comprador, quiero visualizar mi historial de compras, para consultar mis entradas adquiridas anteriormente.",TIC-16,12054,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:02 PM,11/mar/26 2:53 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005zz:,,,8.0,,,,Por hacer,10/mar/26 11:02 PM,12078,TIC-40,Compra de Entradas
"Como usuario comprador, quiero recibir una entrada digital en PDF o código QR después de pagar, para poder ingresar al evento. (ESCENCIAL- EN CASO DE EMERGENCIA GENERAR CÓDIGO ALFANÚMERICO)",TIC-15,12053,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:02 PM,11/mar/26 2:53 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005zr:,,,8.0,,,,Por hacer,10/mar/26 11:02 PM,12078,TIC-40,Compra de Entradas
"Como usuario comprador, quiero pagar mis entradas mediante QR, para completar mi compra de forma segura.",TIC-14,12052,Tarea,Tareas por hacer,TIC,TicketProject,software,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,Medium,,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,10/mar/26 11:01 PM,11/mar/26 2:53 AM,,,,0,,,Gustavo Walter Quisbert Chana,712020:669e7ee9-dd20-4b40-90b8-1bef8799dfaa,,,,,,,,,,,,0|i005zj:,,,13.0,,,,Por hacer,10/mar/26 11:02 PM,12078,TIC-40,Compra de Entradas
